text,aggressiveness
helicopters respond to # hurricane harvey - vertical magazine https://t.co/op6jxxsvsk,1
helping out w/ hurricane relief drive @ rice - eccles come by this week & before @utah_football game vs stan on sat . https://t.co/wjirex2ai8,0
prime minister of dominica weeps for his country following passage of # hurricanemaria ( @loopjamaica photo ) https://t.co/b9dnr0x8ym,0
".@airporths , @bchsbearcats are collecting items for # harveyrelief for # houston schools . drop off items at # lex2 sch https://t.co/kittorustu",1
"leading by example ; # iwork4dell michael dell , tech billionaire , pledges $ 36 million in harvey relief https://t.co/rlki2jywed",1
"currently at work ... @ houston , texas https://t.co/ycoifn5vqj",0
"day 15 : trump has still not fulfilled his promise of $ 1,000,000 to hurricane harvey victims please rt if you agree https://t.co/8l6vuqhdkj",0
@mrodofficial together we will rebuild puerto rico ! share and support today ! # boricuastrong # puertoricostrong # maria https://t.co/qqkpkwb1r4,1
flood warning in effect in allendale and beaufort counties until 1215 am # scwx https://t.co/iv20ahpqvi,0
# harvey voluntary evacuations for some areas https://t.co/u6qa6pjg3b,0
pictures showing the devastation left by hurricane # maria on the island of dominica . # heartbroken,1
@realdonaldtrump mr president can you focus on more important things like hurricane relief and north korea please u https://t.co/nsdj5xaajp,1
@ettampa @vinnietortorich @annavocino @nicolerecine @ruelsrunning i ended up making my hurricane snack bag # nsng . c https://t.co/l0ci4ahnea,0
eerie radar image shows planes avoiding florida https://t.co/5ww5nrpmcj,1
flood advisory in effect in la salle county until 2 am # txwx https://t.co/yvttvjx7qr,1
the latest politically incorrect ! https://t.co/7oecinpvnj thanks to @wmn4srvl @unstunned @rosettadrone # harvey # resist,1
@umstedp @kerry901 @raquelhinson ... that was my original point . the federal relief effort has been more than adequa https://t.co/vab8tn2kq9,1
"! ! new mixtape alert ! ! mini - rappin n smokin 2 download , stream , in link below https://t.co/hml87zxupb",1
"so , are we going to just keep pretending this is a normal response from a president ? "" a big ocean "" ? really ? https://t.co/vkv8u2kokt",0
"president trump and melania mulling "" different options "" for personal donation to harvey relief https://t.co/rq2woacpsp",1
"watching # harvey make landfall was only just the beggining . tornadoes , flooding , storm surge threat continues https://t.co/ipuxxsoyt0",1
dollar up on weaker irma as shares climb towards highs via /r / worldnews https://t.co/npddjyjnpb,1
flint islamic center holds fundraiser for hurricane victims https://t.co/xxrtnprwrz,1
@cnn @gpburian @leylasantiago why does the reporter feel the need to literally be in the fucking hurricane ? cnn reporters are idiots,0
if exxon had to pay for methane leakage -- instead of passing it to the public in the form of climate damage -- it woul https://t.co/chro15vi3r,0
alert : the small reserve of fucks i had remaining has been depleted to dangerous levels . now relying on the few shits i have left to give .,0
florida governor 's climate change denial ' has made state even more vulnerable to irma ' https://t.co/9fosk9ydis,0
here is the latest track from @nwsnhc @wltx on hurricane # maria . https://t.co/pvzenc0i9w,1
hurricane harvey is racist or something https://t.co/saczqadbw4 # hurricane # harvey https://t.co/kt3rddf4na,0
time top stories - hurricane harvey first responder gets flesh - eating bacteria from texas storm water https://t.co/3bmoonw1hd # paginanuova,1
"i find it inexcusable that @realdonaldtrump is more worried about @nfl & the anthem than the crisis ongoing in puerto rico , very , very , sad !",0
rt - foxnews - # harvey was the first category 4 storm to hit the u.s. since charley in florida in 2004 . https://t.co/7gbowpnkaq,1
"swiss authorities warn of glacier collapse , evacuate area https://t.co/tacxr361hh # dsnscience # environment",0
hurricane irma slams into florida with full force https://t.co/cfzfw7uqoo https://t.co/52cxxwueta,1
"dear cbs : please read a book . a book of maps , for example . an atlas , even . https://t.co/rzdoezfu0z",0
what a 10 % chance of storms looks like . that one storm is in # louisville though and will impact evening plans . https://t.co/0hi73kob9s,1
hurricane irma moves by the eastern end of cuba ( video ) - radio cadena agramonte https://t.co/phjzpkxrra,0
"cnn 4:03am i hurricane irma 1 naples fl . . patfranva 1 annu 9'2 "" "" : hurricane irma i. a i",1
"@savannahsaint @charlescwcooke and matthew was a category 1 when it made landfall in us , not major storm like three https://t.co/dq2zp72doj",1
@marcanthony he should send the clintons . sure worked out for haiti after their earthquake .,1
hurricane irma : where it is now and what we know https://t.co/mwh4wgbcit via @usatoday,1
"@cokeybest @amberashley_ann @marcanthony @honeyschil so ... should the people of fl and south tx "" pay back "" relief $ https://t.co/a0ipasdef2",0
hurricane harvey 's impact and how it compares to other storms https://t.co/teiomm4hky,1
@tmobile utter disappointed with your service during and after # irma passed thru miami . could n't communicate anyone . post storm - same,0
@realdonaldtrump how about we load up equipment and go down and see him personally ! our hurricane repairs are well https://t.co/uzxz8nfm0v,0
""" @realdonaldtrump : the u.s. coast guard , fema and all federal and state brave people are ready . here comes irma . god bless everyone ! "" amen",1
radar loops show that # harvey has moved exactly zero miles in the last hour . stall in progress . drift s next https://t.co/u5mtzdvyli,1
pupils @hmsgsport @hmsg_boarding unite to raise money for victims of # hurricaneirma in # britishvirginislands https://t.co/cwtyxwgqy1,1
"baltimore to san juan , puerto rico for only $ 253 roundtrip with delta . https://t.co/eemb3edduc https://t.co/og0f7bvy5k rt secretflying #",0
the most historic prophecy of the catastrophic hurricane harvey and its fulfillment documentary watch https://t.co/peter9tmik,1
hurricane harvey survivor destroys cnn reporter for bringing cameras into a shelter https://t.co/iyzpkjvi8t,0
"i live in a world where people ca n't spell "" hurricane "" https://t.co/codo7dl4yy",0
donate to help puerto rico / usvi - where our fellow americans need us right now join @barackobama & former presidents https://t.co/hw8jmdjnyp,1
"@ds13_manon @ebolamericana cloud seeding in texas wo n't affect a hurricane , you windowlicker",0
where was he during harvey ? https://t.co/gldttyembj,0
irma is god 's revenge for every child burnt with ur white phosphorus # irmaentn # irma # raqqa https://t.co/lc8j8ezpf5,1
we need to build a wall to keep these lowlife hurricanes out ! terrible ! we will build ! and steve # harvey will pay for it ! # maga,0
trump approves major disaster declaration for florida | new york post - new york post https://t.co/m0g7rt4w6o,1
"we about to be in a deadly hurricane and i ca n't even get a "" be safe "" or "" i love you """,0
# shameonsaudiarabia the atlantic revealed shocking and shameful facts about ksa and uae https://t.co/2gja9vvz4e puerto rico,0
"# harvey strongest hurricane to hit u.s. since 2004 . help tx now . call 1 - 800-red cross , click https://t.co/enjgh4tnpu",0
"we 're evacuating , but bluffton # southcarolina is going to be spared from the worst . our prayers go out to florida . https://t.co/iyfbzkogjf",1
not even @realdonaldtrump shows any support for our us territory uneducated jerk ! ! fire that son of a b$&@ # ! ! ! https://t.co/air5yao7tl,0
"patrick d. from chicago , il 60609 ~ # tutor # calculus # geography # geometry patrick https://t.co/phikowih08 https://t.co/feehkmz8qc",1
https://t.co/nlijhms9t4 # wrwc2017 wallabies # harvey # hp48 # ausvnzl # motherofallscandals michael hooper national party off the track 91,0
"turn around , do n't drown ! see the list of low - lying areas around # jbsa and find alternate routes ! ! # harvey https://t.co/w7p3axdodl",1
"houston , tx - pulice # construction - laborer - the laborer is responsible for performing ... https://t.co/prfxmimtnr # building # houston # job",1
"enough of these entitled , disrespectful nfl players . we have crisis in puerto rico and all usvi @foxnews @cbsnews @abcnews",0
"god , if we 're doing anything wrong , just give us a sign ! * sun goes black * * hurricane ravages texas * * nickleback comes on the radio *",0
""" fair warning "" by the guess who ( rt ) https://t.co/q1tw7kk8qj # fairwarning # theguesswho",1
detailed information of evacuation zones click link . # harvey # brazoriacounty https://t.co/lmf1rn77gq/webappviewer/index.html,1
i added a video to a @youtube playlist https://t.co/fhrsirlh5k hurricane maria live puerto rico virgin islands mexico earthquake,1
@kurteichenwald @lorisums trump - global warming was invented by chinese now they 've weaponized hurricanes harvey mis https://t.co/vj928hxi7g,0
"# mariahurricane # puertoricohurricane this is not normal , either ... * * * help puerto rico * * * see this article link : https://t.co/rtgz5ig0fg",0
live coverage of hurricane harvey https://t.co/vm84rlk9ks,1
.@ayychild on # periscope : live : hurricane irma from marathon florida https://t.co/h7hjacfbwc # bbc,1
luke bryan sends invites to hurricane harvey responders for houston concert https://t.co/hovpxgnfbx,1
"gay people to blame for hurricane harvey , says # us pastor # unitedstates https://t.co/z7wj5oppuh https://t.co/lclna8zmy3",0
the sea has come in . time for religious climate - deniers to give up their blind beliefs . folks need to think outside https://t.co/brvr2rbhrg,0
# hurricaneharvey is just latest in # facebooks # fakenews problem https://t.co/f6mscvmoj2 via @huffpostpol # wtf # factsmatter # realitycheck,0
@malala your prayers mean so much ! evacuated but my family is in miami . grateful and praying,1
"want to work in # houston , tx ? view our latest opening : https://t.co/0wuwcwafbm # warehouse # inventory # manufacturing https://t.co/dpu7jrnvey",1
"/2 ... trillions of dollars lost in places like miami and new york , not to mention the economic disruption and the money needed to rebuild ...",1
stay safe to anyone still in the path of tropical storm irma . https://t.co/djvg1gxxls,1
bat world sanctuary saves more than 400 bats displaced by hurricane harvey - world animal news https://t.co/dqs4wgypqh,0
@mydaughtersarmy i do n't want anyone else to die in this storm but if if there must be more victims can i volunteer https://t.co/hx6ywfhhnx,0
@rbreich @gravitydynamic and there 's a law preventing other countries from helping puerto rico either ? # jonesact,0
"@polnewsinfinity more people are murdered in chicago per year than the combined death tolls of hurricane irma , hurr https://t.co/evmqeachwt",0
@realpresssecbot still no plan for puerto rico . still attacking people . the latest gop wealthcare bill screwed mill https://t.co/dzbuk5cj5e,1
standing strong in midst of storms | harvey relief | g3 gathering | partnerships | vision & financial update - https://t.co/fhuozx1uzh,1
# hurricanemaria winds are now at 175 mph . my beautiful island is going to get hit hard . please # prayforpuertorico an https://t.co/5zlkpjtbqr,0
this hurricane is a troll https://t.co/v2p8yoattc,0
