text,contempt
"as irma closes in , republican mayor of miami blasts trump for ignoring climate change https://t.co/bxq6v0mfij via @thinkprogress",0
suffering now huh ? ? ? test some of what u did to muslims in iraq and syria # irmaentn # irma # raqqa https://t.co/ur1ttedm5m,0
take a look at trump 's sketchy mar - a - lago insurance claims after hurricanes https://t.co/is4ajrumxs via @govexec # maga # hurricaneirma,0
@sylvesterturner @abc13houston what an amazing woman to come to houston to help . looks amazing in her jumpsuit and https://t.co/v1dgjtkbuk,1
canadians and north texans together to help south texas with # hurricaneharvey relief . thanks @canadatexascc and https://t.co/gu53r5jvqm,1
over 100 houston police officers completely lost their homes to hurricane harvey https://t.co/rwfnsnrtby via @bluelivesmtr,1
"texas flood shows need for chemical safety rule , advocates say - chemical & engineering news https://t.co/riyrciltgb",1
countless teen girls suffer severe damage fm force - vaccination gardasils hpv shot in the dark https://t.co/h00gwvcrhz via @dcclothesline,1
the island of dominica is in urgent need of help due to # mariahurricane https://t.co/wzmvymjsnp sd # estadodenecesidad jw # disidencia,1
trump just skipped town without signing the hurricane harvey relief bill . deceitful . lazy . irresponsible . https://t.co/6mhgvib6yn,0
"houston had a record - breaking flooding due to hurricane harvey . if you 'd like to donate , please use this link below . https://t.co/myjl5zoyhs",1
"sending you and everyone in florida love , solidarity and strength https://t.co/vteajla80o",1
"one week after harvey house gop votes yes to relief three months after sandy , house gop voted no to relief reporters look away ....",0
trump is so unbelievable # impeachtrumpnow https://t.co/qywehma8f0,0
"@ivankatrump if y' all were so concerned , with all the money you have , send 3a few planes to puerto rico and first th https://t.co/yoyv0pz05g",0
"hometown buds in houston , please stay safe . https://t.co/iv39lwhi15",0
@travm44 seen this poor bastard on the road on the way back from houston yesterday . guy was split in half . police h https://t.co/norv3bslbv,0
1 ) taking advantage of people in a crisis is never libretarian ! ! ! 2 ) people who do bad business r scum . price gouge https://t.co/uw5lxobkcj,0
trump just skipped town without signing the hurricane harvey reliefbill https://t.co/75bsjyot8r https://t.co/mclbjnqpkr,0
our budget is out of wack because he keeps wasting money on going to golf clubs instead of providing help and care https://t.co/hum3yp1g4t,0
next week ? ! wtf is trump going to do for puerto rico in the meantime ? ! jackass ! # puertoricoisamerica https://t.co/cjgdua2tvk,0
the latest : hurricane irma 's eyewall reaches florida keys https://t.co/t0zgijowzh https://t.co/cmbcapiaca,1
live cam : hurricane maria hit to puerto rico https://t.co/hz189pljjp via @youtube,1
severe thunderstorm warning issued september 25 at 10:10pm mdt until september 25 at https://t.co/yha1dadtm7 https://t.co/9lfpsdrvek,1
we are apart of the rhythm nation . @ houston toyota center https://t.co/4mglhkzsz4,1
@spartygrad95 stay safe everyone in the usvi & a caribbean is in my thoughts & prayers,1
hurrtrackerapp : rt alexjlamers : 7:50 am - new peak gusts in past 90 mins . # maria 120 mph gurabo 118 mph camp santiago 113 mph san jua,1
have you heard animal rescue in houston after the storm by healing quest on # soundcloud ? # np https://t.co/4efhr7uwkd,1
blessin ears in philly this friday at bourbon & branch b2b w @stesssmith 7 - 8 set w / special guest @10pm $ 10 all proceeds to harvey relief,1
@bungiehelp when should i expect the bungie foundation emblem to come in the mail that coincided with hurricane harvey ?,1
beyonc seen janet was in houston and booked the first flight out ! !,1
i added a video to a @youtube playlist https://t.co/tveicg2gxx gaither vocal band - ' til the storm passes by ( live ),0
would love to hear about # microgrids that are providing power to critical facilities in # harvey 's path,1
i have yet to hear him help the hurricane victims in puerto rico .,0
"houston faces threats from mold , fumes and toxic water in cleanup after harvey https://t.co/pqi2xj9q1a via @usatoday",1
the latest eco2morrow daily news ! https://t.co/n3yax6yczp thanks to @greenbiz # maria # renewableenergy,1
my thoughts are with everyone in florida . stay safe,1
nice to see this in the face of bbc propaganda to the contrary ! https://t.co/kknv46wnqd,0
""" trump signs $ 15 billion harvey relief , debt ceiling package "" via fox # betaajudabeta # timbeta # timbetalab https://t.co/chnsq5njmt",1
"hours after hurricane irma , miami - dade county tickets residents for code violations https://t.co/d1ralid9fk",0
trump announces visit to puerto rico to survey damage https://t.co/ns0a6nhcoz via the @foxnews android app,1
the fmu community lifts up houston in prayer # fmucares#lionpride https://t.co/4t2ftzer5e,1
49 dogs and 2 cats were tied up and abandoned while hurricane irma hits parts of florida . # ans211 https://t.co/sn1bexhkai via @slate,0
flash flood warning including bouse az until 4:15 am mst https://t.co/y6ha8brctj,1
"dennys mobile kitchen offers pancakes , and comfort , to hurricane victims # restaurant https://t.co/vuhs0np3ib",1
@gvlo2008 @memelovskyprofe eso es falso woman spreads harmful hurricane advice . engineer corrects her . https://t.co/vjsjmks8d7,0
@derekcressman prs got ta get in line . still waiting on his hurricane sandy donation,0
"lol ! leftists @smerconish @cnn @franksesno are discussing sheriff joes wrongfully prosecution by obamas racist dept of injustice , not # harvey",0
@jjwatt we have 34 boxes full of cloths to send to houston collected by our local schools ! can you help us get them there ? # houstonstrong,1
18 % left pet home alone facing irma in florida https://t.co/bmdmhgum5v,0
how you can help people affected by hurricane harvey https://t.co/2gjx7vm0sy https://t.co/48cjuckyk2,1
rt @redeshouston : hurricane season : tips to set up a recovery plan for small businesses before disaster strikes - https://t.co/hrs5xrltv4,1
"24 hr flight reschedule to florida . meant to arrive tuesday . if anyone here staying in florida through the storm , stay safe ! !",1
"n korea may drop h - bomb pr floods , no elec mexico shaken us $ 20t+ debt irma / harvey , russia , china , brexit so obv , https://t.co/p63cojsfmy",1
"umm , last hurricane we got arpaio . in the wake of this one , something sneaky happening w / magnitsy act . watch closel https://t.co/ehwpsuyskl",1
newsletter october 2017 - benefit concert for puerto rico / latin grammy nomination / sfjazz collective ... https://t.co/oxpopdeo0f,1
"uk gov saying they 'll evacuate all british nationals from british virgin islands and anguilla , obviously meaning all the white ppl",0
we need # location info 4 # hurricanirma to help people such as where is gas food opened stores etc https://t.co/4qtlkdapjf,1
our # aggie hearts are with all of southeast texas tonight again . please be safe and smart ! ! # harvey,1
"now st. pete is getting a direct hit , and of course tampa is to the east . the east of the worst part of the storm .",1
jose upgraded to category 4 as second huge hurricane churns towards islands already ravaged by irma | read : https://t.co/i2nxynmi8m by tel,1
hurricane harvey closes houstons opera and ballet home for a season via @nytimes https://t.co/3h5hhgh63x,1
members of houston mennonite church are raising funds to help # harveyrelief efforts for undocumented individuals https://t.co/3lru1mpxi3,1
@godblessusa72 @impeach_d_trump @breakingdtrump @realdonaldtrump so wht ? america has always helped other nations in https://t.co/z90iyefqms,0
"in wake of # harvey : smashed homes , businesses and heavy rain : https://t.co/wnfskghji8 https://t.co/cgc8yld4dw",1
"because beautiful large marble slabs are so much more important than , say , donating to hurricane relief in two stat https://t.co/uhzxonyeli",0
@spotted_h0rse they say their house has stronger hurricane windows and roofs since it 's newer . they were worried ab https://t.co/o4kxbue1k2,1
"11 pm update for # irma . cone for track has shifted slightly west again , but still looks like landfall circa tampa . https://t.co/58uvzpnq6f",1
5-foot robotic snake is designed to find the source of # pollution in contaminated water https://t.co/ovvlvwzrxm,1
blog post : beyonce & jennifer garner head home to houston to help with hurricane relief https://t.co/kmry8ejp4g,1
"florida battered as hurricane irma packs double punch , makes 2 landfalls https://t.co/0rbx5iaumc",1
"@pietsweer left - wing "" weather weapons "" advocates say trump created hurricane irma to "" drown out "" latinos seriously https://t.co/mx05tk961w",0
@katyperry after a hurricane comes a rainbow - katy perry firework,1
warning : trump supporters targeted in this state&#8230 ; https://t.co/ni2nzckpvx,0
# cnn | hurricane irma regained category 5 status late friday ... # cuba # nationalhurricanecenter ... https://t.co/c86dqnl7fz,1
# maria is a very large storm - hence why we are already seeing clouds moving into central nc # ncwx @wncn https://t.co/ayhhxnb57r,1
i liked a @youtube video https://t.co/gagbhallve unlogix - storm,0
rt @microsoft : rt @msphilanthropic : microsoft 's response to # hurricaneirma . please help by donating to @redcross o https://t.co/cfjhsuhbjv,1
@realdonaldtrump just want to remind you texas had horrible infrastructure not allowing hurricane water to drain off for some help .,0
.@shishmangrill giving from the at # hurricaneharvey # atx shelter amazing wraps ! thank you for your gift of food ! https://t.co/8xrdci1vzp,1
hurricane harvey assistance - houston west chamber of commerce @houstonwestcoc https://t.co/ybvv8hxoor,1
group urges more progress in reducing amounts of lead in water in houston - area schools https://t.co/ysdgfc0lm3 via @houstonchron,0
remember how texas ' gop delegation voted against sandy relief but ny / nj 's delegation voted for harvey relief ? those are new york values .,1
mohawk teams up with natures big springs water to provide hurricane harvey relief : calhoun https://t.co/a14lnkhlsh,1
texas republicans voted against harvey relief bill ? ! https://t.co/kbazp6ss5a,1
"@ddale8 his response is shameful .... @potus @realdonaldtrump needs to be shipped to puerto rico , put on the shore , a https://t.co/rat1xvv9rc",0
interesting story about cloud seeding in texas this august . read it . * not a credible source * ( unsound argument ) https://t.co/dmban4pha2,1
"see our latest # houston , tx # job and click to apply : lecturer - construction management - https://t.co/acdass8cpf # education # hiring",1
"https://t.co/tck2jtsbyn hurricane harvey results in at least one death , up to 14 injuries # hurricaneharvey # sanantonio # corpuschristi # harvey",0
